,title,year,kind,genre,rating,runtime
2105,The Mirror Crack'd,1980,movie,"['Crime', 'Mystery', 'Thriller']",6.2,133
2106,Love and Death on Long Island,1997,movie,"['Comedy', 'Drama']",6.9,135
2107,The Destiny of a Man,1959,movie,"['Drama', 'War']",8.0,95
2108,Barbie as Rapunzel,2002,video movie,"['Animation', 'Family', 'Fantasy']",6.5,30
2109,Star Wars: Episode VI - Return of the Jedi,1983,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",8.3,25
2110,Producing Adults,2004,movie,"['Comedy', 'Drama']",6.2,137
2111,The Serpent's Kiss,1997,movie,"['Comedy', 'Drama', 'Romance']",5.7,111
2112,Death Wish: The Face of Death,1994,movie,"['Action', 'Crime', 'Drama', 'Thriller']",4.9,108
2113,My My Mai,1993,video movie,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",6.5,44
2114,Hercules and Xena - The Animated Movie: The Battle for Mount Olympus,1998,video movie,"['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",5.6,55
2115,Heavenly Creatures,1994,movie,"['Biography', 'Crime', 'Drama', 'Thriller']",7.3,92
2116,F.A.R.T. the Movie,1991,video movie,['Comedy'],3.2,51
2117,The Snow Walker,2003,movie,['Drama'],7.3,90
2118,Virtual Combat,1995,video movie,"['Action', 'Sci-Fi']",4.1,46
2119,Soldier of Orange,1977,movie,"['Drama', 'Romance', 'Thriller', 'War']",7.7,120
2120,Second Skin,2000,movie,['Thriller'],5.1,30
2121,By Dawn's Early Light,1990,tv movie,"['Action', 'Drama', 'Thriller']",7.1,92
2122,Stolen Kisses,1968,movie,"['Comedy', 'Drama', 'Romance']",7.6,200
2123,"Blood In, Blood Out",1993,movie,"['Crime', 'Drama']",8.0,71
2124,Ring of Darkness,1979,movie,['Horror'],4.7,88
2125,Bloodfist VIII: Trained to Kill,1996,movie,['Action'],4.9,78
2126,Control,2003,movie,"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",7.6,92
2127,Lost in La Mancha,2002,movie,['Documentary'],7.3,79
2128,The Clonus Horror,1979,movie,"['Horror', 'Romance', 'Sci-Fi']",3.8,23
2129,Pygmalion,1938,movie,"['Comedy', 'Drama', 'Romance']",7.8,94
2130,Bastard Out of Carolina,1996,movie,['Drama'],7.4,56
2131,Warm Springs,2005,tv movie,"['Biography', 'Drama']",7.5,86
2132,The Prince of Central Park,1977,tv movie,"['Drama', 'Family']",6.7,90
2133,Dragon Inn,1967,movie,"['Action', 'Adventure']",7.5,53
2134,Dry Cleaning,1997,movie,['Drama'],6.8,96
2135,Slashers,2001,video movie,"['Comedy', 'Horror']",5.4,93
2136,Colonel Redl,1985,movie,"['Biography', 'Drama', 'History']",7.5,96
2137,Time of Favor,2000,movie,['Drama'],6.7,85
2138,George Carlin: Carlin on Campus,1984,movie,"['Documentary', 'Comedy']",8.1,93
2139,The Ogre,1996,movie,['Drama'],6.9,79
2140,A Kid in Aladdin's Palace,1997,video movie,"['Adventure', 'Family']",5.2,88
2141,Twin Peaks: Fire Walk with Me,1992,movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.3,75
2142,2009: Lost Memories,2002,movie,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",6.1,93
2143,The McKenzie Break,1970,movie,"['Action', 'Drama', 'War']",6.5,86
2144,Beavis and Butt-Head Do America,1996,movie,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Music']",6.8,60
2145,2 Seconds,1998,movie,"['Comedy', 'Drama', 'Romance']",6.5,88
2146,Vaada,2005,movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",5.6,99
2147,Sakura Wars: The Movie,2001,movie,"['Animation', 'Action', 'Adventure', 'Sci-Fi']",5.5,96
2148,Urusei Yatsura 3: Remember My Love,1985,movie,"['Animation', 'Comedy', 'Romance', 'Sci-Fi']",6.6,35
2149,Breast Men,1997,tv movie,"['Comedy', 'Drama']",5.8,116
2150,Legend of Lemnear,1989,video movie,"['Adventure', 'Animation', 'Fantasy']",5.3,100
2151,The Absent Minded Professor,1961,movie,"['Comedy', 'Family', 'Sci-Fi', 'Sport']",6.8,86
2152,Youth of the Beast,1963,movie,"['Action', 'Crime', 'Mystery']",7.4,89
2153,Balto: Wolf Quest,2002,video movie,"['Animation', 'Adventure', 'Family', 'Fantasy']",6.1,25
2154,Baadshah,1999,movie,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller']",6.9,115
2155,Chasing Destiny,2001,tv movie,"['Comedy', 'Romance', 'Music', 'Drama']",5.4,89
2156,Return to Paradise,1998,movie,"['Drama', 'Romance', 'Thriller']",6.9,94
2157,Amar Akbar Anthony,1977,movie,"['Action', 'Comedy', 'Drama', 'Music']",7.5,120
2158,Degree of Guilt,1995,tv movie,"['Drama', 'Mystery']",6.1,105
2159,National Lampoon's Senior Trip,1995,movie,"['Adventure', 'Comedy']",5.7,114
2160,Wild Things 2,2004,video movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.5,106
2161,Unforgivable Blackness: The Rise and Fall of Jack Johnson,2004,movie,"['Documentary', 'Biography', 'Sport']",8.3,50
2162,Such a Long Journey,1998,movie,['Drama'],7.1,88
2163,Batman & Mr. Freeze: SubZero,1998,video movie,"['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",7.2,89
2164,Return to Snowy River,1988,movie,"['Adventure', 'Drama', 'Western']",6.6,29
2165,Dirty Filthy Love,2004,tv movie,"['Drama', 'Romance']",7.2,30
2166,The Curse of the Komodo,2004,movie,"['Adventure', 'Horror', 'Sci-Fi']",2.9,60
2167,Lola and Billy the Kid,1999,movie,"['Drama', 'Romance']",6.7,79
2168,The Buried Secret of M. Night Shyamalan,2004,tv movie,['Documentary'],4.9,98
2169,Thralls,2005,video movie,['Horror'],3.9,115
2170,The Fifth Element,1997,movie,"['Action', 'Adventure', 'Sci-Fi']",7.7,235
2171,Star Wars: Episode I - The Phantom Menace,1999,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",6.5,81
2172,Moon 44,1990,movie,"['Action', 'Sci-Fi', 'Thriller']",5.1,70
2173,Wild Australia: The Edge,1996,movie,"['Adventure', 'Short']",7.1,55
2174,Sometimes in April,2005,tv movie,"['Drama', 'History', 'War']",7.8,101
2175,Wishmaster 4: The Prophecy Fulfilled,2002,video movie,"['Fantasy', 'Horror', 'Romance']",4.0,55
2176,The Animatrix,2003,video movie,"['Animation', 'Action', 'Adventure', 'Sci-Fi']",7.4,89
2177,The Dentist 2,1998,movie,"['Horror', 'Thriller']",4.7,180
2178,VeggieTales: Minnesota Cuke and the Search for Samson's Hairbrush,2005,video movie,"['Animation', 'Short', 'Family']",7.1,92
2179,The Hillz,2004,video movie,"['Crime', 'Drama']",2.8,63
2180,Common Ground,2000,tv movie,['Drama'],7.3,102
2181,Bloodsport: The Dark Kumite,1999,movie,"['Action', 'Romance']",3.0,83
2182,Better Than Chocolate,1999,movie,"['Comedy', 'Drama', 'Romance']",6.1,100
2183,"Aloha, Scooby-Doo!",2005,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Mystery']",6.4,99
2184,Into Thin Air: Death on Everest,1997,tv movie,"['Adventure', 'Biography', 'Drama']",5.7,90
2185,The Girl in the Café,2005,tv movie,"['Drama', 'Romance']",7.5,160
2186,"Oh, God! You Devil",1984,movie,"['Comedy', 'Fantasy']",5.4,57
2187,Ninja Scroll,1993,movie,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']",7.9,60
2188,Two Brothers,2004,movie,"['Adventure', 'Drama', 'Family']",7.0,75
2189,Sharaabi,1984,movie,"['Comedy', 'Drama', 'Romance']",7.4,142
2190,All My Loved Ones,1999,movie,"['Drama', 'War']",7.3,86
2191,The Shell Seekers,1989,tv movie,['Drama'],6.6,172
2192,Key West: City of Colors,2004,movie,"['Documentary', 'Biography', 'History']",7.2,45
2193,The Legend of Zorro,2005,movie,"['Action', 'Adventure', 'Romance', 'Thriller', 'Western']",6.0,94
2194,Metropolis,1927,movie,"['Drama', 'Sci-Fi']",8.3,83
2195,Holiday Heart,2000,tv movie,['Drama'],7.5,123
2196,"Institute Benjamenta, or This Dream That One Calls Human Life",1995,movie,['Drama'],7.1,91
2197,Roseanna's Grave,1997,movie,"['Comedy', 'Romance', 'Drama']",7.2,83
2198,The Best O' Bundy: Married with Children's 200th Episode Celebration,1995,movie,"['Short', 'Comedy']",7.9,130
2199,Lady Audley's Secret,2000,tv movie,['Drama'],6.0,97
2200,The Backyard,2002,movie,['Documentary'],6.6,93
2201,The Nameless,1999,movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",5.9,100
2202,Gas Food Lodging,1992,movie,"['Drama', 'Romance']",6.6,89
2203,Terror in a Texas Town,1958,movie,"['Drama', 'Western']",6.8,90
2204,Nina's Tragedies,2003,movie,"['Comedy', 'Drama']",7.1,90
2205,Perceval,1978,movie,"['Drama', 'Music', 'Romance', 'War']",7.0,75
2206,Deathbed,2002,video movie,['Horror'],3.4,86
2207,Zus & Zo,2001,movie,"['Comedy', 'Fantasy', 'Romance']",6.2,94
2208,Soccer Dog: The Movie,1999,movie,"['Comedy', 'Family', 'Sport']",3.1,40
2209,Tokyo Eyes,1998,movie,"['Comedy', 'Thriller']",6.7,114
2210,Three Amigos!,1986,movie,"['Comedy', 'Western']",6.5,89
2211,Balzac: A Passionate Life,1999,tv movie,"['Biography', 'Drama', 'Romance']",6.7,125
2212,The Sons of Katie Elder,1965,movie,['Western'],7.2,112
2213,The Long Ships,1964,movie,"['Adventure', 'Drama', 'History']",6.1,27
2214,Chameli,2003,movie,['Drama'],7.0,70
2215,Elephant Parts,1981,video movie,"['Comedy', 'Music']",7.7,20
2216,Fathers and Sons,2005,tv movie,['Drama'],6.0,120
2217,The White Diamond,2004,movie,['Documentary'],7.5,135
2218,The Amazing Howard Hughes,1977,tv movie,"['Biography', 'Drama']",6.6,90
2219,Sesame Street: Learning About Numbers,1986,video movie,"['Animation', 'Short']",7.1,92
2220,Kim Possible: So the Drama,2005,tv movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",7.2,94
2221,Educating Rita,1983,movie,"['Comedy', 'Drama']",7.2,98
2222,Bushisms,2004,video movie,"['Documentary', 'Biography', 'Comedy', 'War']",6.1,67
2223,Father of the Bride,1991,movie,"['Comedy', 'Family', 'Romance']",6.5,94
2224,Running Brave,1983,movie,"['Biography', 'Drama', 'Sport']",6.7,86
2225,Indian,1996,movie,"['Action', 'Drama', 'Thriller']",8.1,43
2226,Target of Opportunity,2005,movie,"['Action', 'Drama']",3.9,97
2227,The Pact of Silence,2003,movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",5.7,106
2228,Wetherby,1985,movie,"['Drama', 'Mystery']",6.8,86
2229,The Man from Elysian Fields,2001,movie,"['Drama', 'Romance']",6.6,107
2230,The Audrey Hepburn Story,2000,tv movie,"['Biography', 'Drama']",6.0,76
2231,New Alcatraz,2001,movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",3.3,97
2232,Mambo Italiano,2003,movie,"['Comedy', 'Drama', 'Romance']",6.7,107
2233,Visible Secret,2001,movie,"['Fantasy', 'Horror', 'Mystery']",5.8,106
2234,Charlie Chan in the Chinese Cat,1944,movie,['Mystery'],6.6,30
2235,Greenmail,2002,video movie,"['Action', 'Crime', 'Drama', 'Thriller']",4.8,45
2236,Colosseum: A Gladiator's Story,2003,tv movie,"['Documentary', 'Action', 'History']",7.1,102
2237,Rudolph and Frosty's Christmas in July,1979,tv movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",6.4,106
2238,Carrington,1995,movie,"['Biography', 'Drama', 'Romance']",6.8,400
2239,Galerians: Rion,2004,video movie,"['Animation', 'Action', 'Sci-Fi']",5.5,89
2240,Vampyres,1974,movie,['Horror'],6.1,92
2241,God of Gamblers Part III: Back to Shanghai,1991,movie,"['Comedy', 'Drama']",6.6,106
2242,Attack of the 50 Ft. Woman,1993,tv movie,"['Comedy', 'Sci-Fi']",3.9,83
2243,The Kids Are Alright,1979,movie,"['Documentary', 'Music']",8.1,83
2244,Pyaasa,1957,movie,"['Drama', 'Musical', 'Romance']",8.5,107
2245,Thirteen Conversations About One Thing,2001,movie,['Drama'],7.0,125
2246,Kung Fu Hustle,2004,movie,"['Action', 'Comedy', 'Fantasy']",7.7,30
2247,Mad Max Beyond Thunderdome,1985,movie,"['Action', 'Adventure', 'Sci-Fi']",6.3,51
2248,The Seven Year Itch,1955,movie,"['Comedy', 'Romance']",7.1,90
2249,Butterfly and Sword,1993,movie,"['Action', 'Adventure', 'Fantasy', 'Romance']",6.0,101
2250,Close Your Eyes,2002,movie,"['Crime', 'Horror', 'Mystery', 'Thriller']",6.2,85
2251,The Governess,1998,movie,"['Drama', 'Romance']",6.3,100
2252,The Sixth Man,1997,movie,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sport']",5.7,10
2253,Sweet Revenge,2001,movie,['Thriller'],3.2,124
2254,The Adventures of Tom Thumb & Thumbelina,2002,video movie,"['Animation', 'Family', 'Fantasy', 'Musical']",5.1,90
2255,Shaolin vs. Evil Dead,2004,movie,"['Action', 'Comedy', 'Horror']",4.1,93
2256,The Kung Fu Scholar,1994,movie,"['Action', 'Comedy']",5.9,94
2257,Bicycle Thieves,1948,movie,['Drama'],8.3,34
2258,Highlander: Endgame,2000,movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4.6,105
2259,Tom and Jerry Blast Off to Mars!,2005,video movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.1,133
2260,Ali Zaoua: Prince of the Streets,2000,movie,"['Drama', 'Crime']",7.4,130
2261,Fifteen and Pregnant,1998,tv movie,['Drama'],5.7,60
2262,L'Atalante,1934,movie,"['Comedy', 'Drama', 'Romance']",7.8,140
2263,Shepherd,1998,movie,"['Action', 'Sci-Fi']",2.8,51
2264,Crossworlds,1996,video movie,"['Action', 'Sci-Fi', 'Comedy']",5.3,15
2265,Quackser Fortune Has a Cousin in the Bronx,1970,movie,"['Comedy', 'Drama', 'Romance']",6.5,101
2266,The Adventures of Sharkboy and Lavagirl 3-D,2005,movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",3.7,92
2267,The Millionairess,1960,movie,"['Comedy', 'Drama', 'Romance']",5.5,135
2268,Last Stand at Saber River,1997,tv movie,"['Action', 'Drama', 'Western']",6.9,120
2269,Doing Hard Time,2004,video movie,"['Action', 'Drama']",4.9,105
2270,The Tale of Tsar Saltan,1984,movie,"['Animation', 'Adventure', 'Family', 'Fantasy']",7.4,185
2271,The First Emperor of China,1990,movie,"['Documentary', 'Short']",6.3,95
2272,Ponette,1996,movie,['Drama'],7.5,104
2273,Crocodile Dundee,1986,movie,"['Action', 'Adventure', 'Comedy']",6.6,75
2274,Landspeed: CKY,1999,video movie,['Comedy'],7.3,52
2275,Body Chemistry 4: Full Exposure,1995,video movie,"['Drama', 'Thriller']",4.1,134
2276,Woman in the Moon,1929,movie,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",7.3,65
2277,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,movie,['Comedy'],6.8,115
2278,Bertie and Elizabeth,2002,tv movie,"['Biography', 'Drama', 'Romance']",7.1,107
2279,Sting of the Black Scorpion,2002,video movie,['Action'],6.5,25
2280,One Million Years B.C.,1966,movie,"['Adventure', 'Fantasy']",5.7,90
2281,Wild Things: Diamonds in the Rough,2005,video movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",4.5,95
2282,Don King: Only in America,1997,tv movie,"['Biography', 'Drama', 'Sport']",7.0,96
2283,Vengo,2000,movie,"['Musical', 'Drama']",7.3,100
2284,The Looking Glass War,1970,movie,"['Action', 'Drama', 'Thriller']",5.8,114
2285,16 December,2002,movie,"['Action', 'Thriller']",6.9,112
2286,"Mary, Mother of Jesus",1999,tv movie,['Drama'],5.5,88
2287,The Legend of Sleepy Hollow,1980,tv movie,"['Comedy', 'Fantasy', 'Horror']",6.3,86
2288,The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,1993,tv movie,"['Biography', 'Comedy', 'Thriller']",6.7,96
2289,Bay of Angels,1963,movie,"['Drama', 'Romance']",7.3,90
2290,Besieged,1998,movie,"['Drama', 'Romance']",6.9,114
2291,To Dance with the White Dog,1993,tv movie,['Drama'],7.5,76
2292,Cruel and Unusual,2001,movie,"['Drama', 'Romance', 'Thriller']",4.6,23
2293,Music from Another Room,1998,movie,"['Comedy', 'Drama', 'Romance']",6.4,92
2294,Since Otar Left,2003,movie,['Drama'],7.5,46
2295,Khartoum,1966,movie,"['Action', 'Adventure', 'Drama', 'History', 'War']",6.8,90
2296,Arthur's Quest,1999,tv movie,"['Adventure', 'Family', 'Fantasy']",4.4,180
2297,Tail Lights Fade,1999,movie,"['Comedy', 'Action', 'Drama']",4.8,72
2298,Au Pair Girls,1972,movie,['Comedy'],4.9,85
2299,Sally of the Sawdust,1925,movie,['Comedy'],6.7,93
2300,Shriek If You Know What I Did Last Friday the Thirteenth,2000,video movie,"['Comedy', 'Horror']",4.0,150
2301,Friday the 13th Part VII: The New Blood,1988,movie,"['Horror', 'Thriller']",5.3,83
2302,Ayurveda: Art of Being,2001,movie,['Documentary'],7.6,100
2303,The Edge of the World,1937,movie,"['Drama', 'History', 'Romance']",7.3,52
2304,Bravo Two Zero,1999,tv movie,"['Action', 'Adventure', 'Drama', 'Thriller', 'War']",6.8,200
2305,Iron Eagle on the Attack,1995,movie,"['Action', 'Drama']",3.3,85
2306,And the Band Played On,1993,tv movie,"['Drama', 'History']",7.8,155
2307,Pinjar,2003,movie,['Drama'],8.0,110
2308,Minsaara Kanavu,1997,movie,"['Comedy', 'Drama', 'Romance']",6.9,145
2309,La répétition,2001,movie,['Drama'],6.0,51
2310,But Forever in My Mind,1999,movie,['Comedy'],6.2,24
2311,Strictly Sinatra,2001,movie,"['Drama', 'Music', 'Romance']",5.8,130
2312,When Will I Be Loved,2004,movie,"['Drama', 'Thriller']",4.4,157
2313,A Man Called Hero,1999,movie,"['Action', 'Adventure', 'Drama', 'Fantasy']",5.8,223
2314,Heroic Duo,2003,movie,"['Action', 'Crime', 'Thriller']",5.9,40
2315,Cubbyhouse,2001,movie,"['Comedy', 'Horror', 'Thriller']",3.6,90
2316,Love Comes Softly,2003,tv movie,"['Drama', 'Family', 'Romance', 'Western']",7.3,99
2317,Masti,2004,movie,"['Comedy', 'Crime', 'Mystery', 'Thriller']",6.2,44
2318,Destiny in Space,1994,movie,"['Documentary', 'Short']",6.9,113
2319,Stepmom,1998,movie,"['Comedy', 'Drama']",6.8,89
2320,Bed & Board,1970,movie,"['Comedy', 'Drama', 'Romance']",7.5,97
2321,The Rats,2002,tv movie,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",4.9,86
2322,Senseless,1998,movie,"['Comedy', 'Romance']",6.1,96
2323,Hellraiser: Hellseeker,2002,video movie,"['Horror', 'Mystery', 'Thriller']",5.0,335
2324,The All New Adventures of Laurel & Hardy in 'for Love or Mummy',1999,movie,['Comedy'],4.4,138
2325,Loaded Weapon 1,1993,movie,"['Action', 'Comedy', 'Crime']",6.2,94
2326,The Keys to the House,2004,movie,['Drama'],7.1,107
2327,Stiff Upper Lips,1997,movie,['Comedy'],6.3,108
2328,Dracula A.D. 1972,1972,movie,['Horror'],6.0,93
2329,School of Rock,2003,movie,"['Comedy', 'Music']",7.1,103
2330,Revolutionary Girl Utena: The Movie,1999,movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",7.2,30
2331,Fear X,2003,movie,['Thriller'],6.0,35
2332,Lips of Blood,1975,movie,['Horror'],6.0,130
2333,Stardom,2000,movie,"['Drama', 'Comedy']",5.6,91
2334,Hard to Die,1990,movie,"['Action', 'Comedy', 'Horror', 'Thriller']",5.0,190
2335,Epoch: Evolution,2003,tv movie,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",4.3,65
2336,800 Bullets,2002,movie,"['Action', 'Comedy', 'Drama', 'Western']",6.3,93
2337,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,2001,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",5.6,91
2338,Beethoven's 5th,2003,video movie,"['Comedy', 'Family', 'Adventure']",4.2,360
2339,Contempt,1963,movie,"['Drama', 'Romance']",7.6,105
2340,Sgt. Kabukiman N.Y.P.D.,1990,movie,"['Action', 'Comedy', 'Crime', 'Fantasy', 'Thriller']",5.8,75
2341,Tell Me No Lies,2001,movie,"['Drama', 'Thriller']",2.9,266
2342,Tess,1979,movie,"['Drama', 'Romance']",7.3,75
2343,Go Tigers!,2001,movie,"['Documentary', 'Sport']",7.2,100
2344,Fist of Fury,1972,movie,"['Action', 'Drama', 'Romance', 'Thriller']",7.3,36
2345,Daria in 'Is It Fall Yet?',2000,tv movie,"['Animation', 'Comedy']",8.2,115
2346,Godzilla 2000: Millennium,1999,movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",6.1,100
2347,"Count Yorga, Vampire",1970,movie,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",5.8,90
2348,For a Lost Soldier,1992,movie,"['Drama', 'Romance', 'War']",7.5,103
2349,Tokyo Story,1953,movie,['Drama'],8.2,84
2350,Akira,1988,movie,"['Animation', 'Action', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",8.0,103
2351,Full Metal gokudô,1997,video movie,"['Comedy', 'Crime', 'Sci-Fi', 'Thriller']",6.0,84
2352,Zatoichi at Large,1972,movie,"['Drama', 'Action', 'Adventure']",7.0,89
2353,Flickering Lights,2000,movie,"['Action', 'Comedy', 'Crime']",7.7,82
2354,Ms .45,1981,movie,"['Crime', 'Drama', 'Thriller']",6.8,80
2355,Smiles of a Summer Night,1955,movie,"['Comedy', 'Romance']",7.8,126
2356,Twinkle Twinkle Lucky Stars,1985,movie,"['Action', 'Comedy']",6.4,94
2357,Ghost Lake,2004,video movie,"['Horror', 'Mystery', 'Thriller']",2.5,97
2358,Hanzo the Razor: The Snare,1973,movie,"['Action', 'Drama']",7.0,38
2359,Meat Market,2000,video movie,"['Action', 'Horror', 'Comedy']",3.6,77
2360,Carlita's Secret,2004,video movie,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",2.8,91
2361,Python 2,2002,video movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",2.8,90
2362,Ran,1985,movie,"['Action', 'Drama', 'War']",8.2,91
2363,The Last Emperor,1987,movie,"['Biography', 'Drama', 'History']",7.7,54
2364,Lone Wolf and Cub: White Heaven in Hell,1974,movie,"['Action', 'Adventure', 'Drama', 'Fantasy', 'History']",7.4,158
2365,William Joyce's Rolie Polie Olie: The Baby Bot Chase,2003,video movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.9,77
2366,Mom's Outta Sight,1998,movie,"['Comedy', 'Sci-Fi']",3.5,245
2367,Abhimaan,1973,movie,"['Drama', 'Musical']",7.9,22
2368,Darkman III: Die Darkman Die,1996,video movie,"['Action', 'Crime', 'Horror', 'Sci-Fi', 'Thriller']",4.8,71
2369,Alexander,2004,movie,"['Action', 'Biography', 'Drama', 'History', 'War']",5.6,109
2370,You Only Live Until You Die,1997,movie,['Comedy'],5.6,52
2371,Samurai Shodown: The Motion Picture,1994,tv movie,"['Animation', 'Action']",4.5,75
2372,The SpongeBob SquarePants Movie,2004,movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7.1,95
2373,The 4th Man,1983,movie,"['Drama', 'Mystery', 'Thriller']",7.2,74
2374,Roti Kapada Aur Makaan,1974,movie,"['Action', 'Drama', 'Musical', 'Romance']",6.9,87
2375,Second Skin,2000,movie,['Thriller'],5.1,88
2376,The Stöned Age,1994,movie,"['Comedy', 'Music']",6.2,96
2377,Pola X,1999,movie,"['Drama', 'Romance']",5.8,86
